county,name,phone,address,lat,lng
宜蘭縣,存仁社區活動中心,03-9902065,宜蘭縣蘇澳鎮存仁里存仁路179之1號,24.626093,121.841629
宜蘭縣,永樂社區活動中心,03-9971536,宜蘭縣蘇澳鎮永樂里永樂路116巷6號,24.576194,121.841404
宜蘭縣,白米社區活動中心,03-9952653,宜蘭縣蘇澳鎮永春里永春路134巷11之1號,24.582633,121.84541
宜蘭縣,長安社區活動中心,03-9964218,宜蘭縣蘇澳鎮長安里勝利路1-1號,24.592791,121.854052
宜蘭縣,頂寮文教活動中心,03-9905508,宜蘭縣蘇澳鎮頂寮里頂寮路2號,24.641238,121.834671
宜蘭縣,蘇北社區活動中心,03-9972595,宜蘭縣蘇澳鎮蘇北里新生路8號,24.596778,121.850502
宜蘭縣,岳明社區活動中心,02-29287551,宜蘭縣蘇澳鎮港邊里岳明新村91號,24.61032,121.858419
宜蘭縣,昭安社區活動中心,03-9966702,宜蘭縣蘇澳鎮南建里內埤路117之2號,24.577658,121.867929
宜蘭縣,南強社區活動中心,03-9981101,宜蘭縣蘇澳鎮南強里南澳路2-6號,24.463429,121.80651
宜蘭縣,東澳社區活動中心,03-9986188,宜蘭縣蘇澳鎮東澳里東澳路103號,24.516044,121.834642
宜蘭縣,南寧社區活動中心,03-9963609,宜蘭縣蘇澳鎮南寧里南新路9號,24.581204,121.8695
宜蘭縣,蘇南社區活動中心,03-9962701,宜蘭縣蘇澳鎮蘇南里光復路27巷4號,24.597145,121.852618
宜蘭縣,聖湖社區活動中心,03-9951755,宜蘭縣蘇澳鎮聖湖里全祿街10號,24.594726,121.834457
宜蘭縣,永樂國小,03-9962840,宜蘭縣蘇澳鎮永樂里永樂路1號,24.575499,121.844064
宜蘭縣,福德社區活動中心,03-9902911,宜蘭縣蘇澳鎮永榮里思村路9號旁,24.622964,121.840146
宜蘭縣,永光社區活動中心,03-9965042,宜蘭縣蘇澳鎮永光里蘇港路85號,24.594028,121.852119
宜蘭縣,蘇澳國中,03-9962137,宜蘭縣蘇澳鎮聖湖里中山路二段1號,24.595272,121.835429
宜蘭縣,士敏國小,03-9962342,宜蘭縣蘇澳鎮長安里光明路8號,24.592295,121.853691
宜蘭縣,文化國中,03-9903060,宜蘭縣蘇澳鎮永榮里新馬路2號,24.617878,121.832787
宜蘭縣,岳明國中小,03-9903044,宜蘭縣蘇澳鎮港邊里嶺脚路140號,24.613907,121.85362
宜蘭縣,育英國小,03-9901294,宜蘭縣蘇澳鎮龍德里福德路134號,24.640184,121.832987
宜蘭縣,蓬萊國小,03-9981062,宜蘭縣蘇澳鎮南強里南澳路85號,24.464699,121.803028
宜蘭縣,蘇澳國小,03-9962312,宜蘭縣蘇澳鎮蘇西里中山路一段366號,24.596747,121.841327
宜蘭縣,馬賽國小,03-9902694,宜蘭縣蘇澳鎮永榮里大同路108號,24.621898,121.834916
宜蘭縣,龍德社區活動中心,03-9909123,宜蘭縣蘇澳鎮龍德里福德路177巷27號,24.640753,121.829575
宜蘭縣,南安國小,03-9962043,宜蘭縣蘇澳鎮南建里學府路122號,24.578911,121.868385
宜蘭縣,蘇澳海事,03-9951661,宜蘭縣蘇澳鎮蘇西里蘇港路213號,24.594141,121.845603
宜蘭縣,永榮社區活動中心,03-9905669,宜蘭縣蘇澳鎮永榮里和平路51號,24.621222,121.836164
宜蘭縣,朝陽社區活動中心,03-9981981,宜蘭縣蘇澳鎮朝陽里朝陽路40號,24.461472,121.815814
宜蘭縣,南成社區活動中心,03-9955975,宜蘭縣蘇澳鎮南成里民生路15號,24.580656,121.864341
宜蘭縣,南安國中,03-9962749,宜蘭縣蘇澳鎮南建里學府路117號,24.576013,121.86893
宜蘭縣,隘丁社區活動中心,03-9903951,宜蘭縣蘇澳鎮隘丁里城中路40號,24.61577,121.837047
宜蘭縣,蘇東里活動中心,0937163916,宜蘭縣蘇澳鎮蘇東里蘇花路5段101巷1號,24.59564,121.854412
宜蘭縣,蘇澳鎮公所,03-9973421#274,宜蘭縣蘇澳鎮蘇西里蘇港路215號,24.594412,121.842151
宜蘭縣,更新里-更新漁民活動中心,03-9772371#286,宜蘭縣頭城鎮更新里頭城鎮濱海路三段93號,24.902183,121.863369
宜蘭縣,城東里-城東社區活動中心,03-9771362,宜蘭縣頭城鎮城東里頭城鎮城東里開蘭舊路6號,24.859148,121.824974
宜蘭縣,中崙里-中崙社區活動中心,03-9889234,宜蘭縣頭城鎮中崙里頭城鎮中崙里路31號,24.834782,121.802711
宜蘭縣,大溪里-大溪國小,03-9781044,宜蘭縣頭城鎮大溪里頭城鎮大溪里濱海路五段250號,24.940622,121.893244
宜蘭縣,石城里-石城社區活動中心,03-9772371#286,宜蘭縣頭城鎮石城里頭城鎮石城里（路）40-8號,24.979949,121.949828
宜蘭縣,大里里-大里社區活動中心,03-9781377,宜蘭縣頭城鎮大里里頭城鎮大里里濱海路六段251號,24.963908,121.920002
宜蘭縣,港口里-港口社區活動中心,03-9777768,宜蘭縣頭城鎮港口里頭城鎮港口里（路）60-3號,24.876238,121.840317
宜蘭縣,福成里-福成社區活動中心,03-9779098,宜蘭縣頭城鎮福成里頭城鎮福成里宜三路二段378號,24.861802,121.805065
宜蘭縣,金面里-協天廟,03-9771206,宜蘭縣頭城鎮金面里頭城鎮金面里路354號,24.852983,121.801706
宜蘭縣,下埔里-下埔社區活動中心,03-9770771,宜蘭縣頭城鎮下埔里頭城鎮下埔里路48-3號,24.836993,121.807785
宜蘭縣,二城里-二城社區活動中心,03-9772371#286,宜蘭縣頭城鎮二城里頭城鎮二城里青雲路一段143號,24.838822,121.79276
宜蘭縣,開成寺(城隍廟)1樓,03-9772423,宜蘭縣頭城鎮新建里頭城鎮新建里吉祥路1號,24.855674,121.82187
宜蘭縣,城北里-農會,03-9773100#58,宜蘭縣頭城鎮城北里西五巷3-1號,24.859808,121.824247
宜蘭縣,大坑里-協天宮,03-9772050,宜蘭縣頭城鎮大坑里頭城鎮大坑里協天路599號,24.857185,121.83147
宜蘭縣,竹安里-竹安國小五育樓,03-9771178,宜蘭縣頭城鎮竹安里頭城鎮竹安里頭濱路一段601號,24.825164,121.820629
宜蘭縣,頭城鎮公所,03-9772371#219,宜蘭縣頭城鎮新建里開蘭路1號,24.854769,121.821468
宜蘭縣,外澳里-外澳社區活動中心,03-9779800,宜蘭縣頭城鎮外澳里頭城鎮外澳里濱海路二段212號,24.88332,121.845787
宜蘭縣,新建里-新建社區活動中心,03-9773214,宜蘭縣頭城鎮新建里頭城鎮新建里新興路234-1號,24.853946,121.819633
宜蘭縣,頂埔里-順天府池府王爺廟,03-9776535,宜蘭縣頭城鎮頂埔里頭城鎮頂埔里路一段250號,24.846142,121.814865
宜蘭縣,拔雅里-拔雅社區活動中心,03-9778503,宜蘭縣頭城鎮拔雅里頭城鎮拔雅里復興路12巷2號,24.861151,121.816564
宜蘭縣,武營里-頭城國小,03-9771011#101,宜蘭縣頭城鎮武營里頭城鎮武營里開蘭路282號,24.862689,121.827116
宜蘭縣,東城社區活動中心,03-9592036,宜蘭縣冬山鄉東城村東城路280號,24.629716,121.806334
宜蘭縣,安平社區活動中心,0963005319,宜蘭縣冬山鄉安平村安平路23號,24.631003,121.785411
宜蘭縣,太和社區活動中心,03-9591489,宜蘭縣冬山鄉太和村太和路238號,24.632365,121.773223
宜蘭縣,南興社區活動中心,03-9594028,宜蘭縣冬山鄉南興村冬山路98之2號,24.63359,121.79422
宜蘭縣,大進社區活動中心,03-9614657,宜蘭縣冬山鄉大進村大進九路50號,24.633296,121.71218
宜蘭縣,永美社區活動中心,03-9585680,宜蘭縣冬山鄉永美村永興路1段189號,24.655404,121.771303
宜蘭縣,丸山社區活動中心,03-9584793,宜蘭縣冬山鄉丸山村港尾路98號,24.642621,121.766279
宜蘭縣,順安社區活動中心,0937454532,宜蘭縣冬山鄉順安村義成路2段378巷87號,24.653692,121.764801
宜蘭縣,清溝社區活動中心,03-9584045,宜蘭縣冬山鄉清溝村光明路51號,24.666488,121.76608
宜蘭縣,群英社區活動中心,03-9582580,宜蘭縣冬山鄉群英村冬山路5段51號,24.667694,121.774876
宜蘭縣,鹿埔社區活動中心,03-9591105,宜蘭縣冬山鄉鹿埔村鹿埔路488號,24.655466,121.750814
宜蘭縣,補城社區活動中心,03-9591105,宜蘭縣冬山鄉補城村建進2路29號,24.642371,121.805915
宜蘭縣,大興社區活動中心,0925102560,宜蘭縣冬山鄉大興村福興東路88號,24.630061,121.810531
宜蘭縣,柯林社區活動中心,03-9591105,宜蘭縣冬山鄉柯林村光華路209號,24.676559,121.729876
宜蘭縣,廣興社區活動中心,03-951556,宜蘭縣冬山鄉廣興村永興路2段916號,24.669183,121.749287
宜蘭縣,廣安社區活動中心,03-9515031,宜蘭縣冬山鄉廣安村廣安路195號,24.671037,121.745892
宜蘭縣,香和社區活動中心,03-9591630,宜蘭縣冬山鄉香和村香南路33號,24.6288,121.797625
宜蘭縣,冬山社區活動中心,03-9593313,宜蘭縣冬山鄉冬山村中正路20號,24.636009,121.79139
宜蘭縣,珍珠社區活動中心,03-9581118,宜蘭縣冬山鄉珍珠村幸福二路73號,24.651956,121.784558
宜蘭縣,冬山鄉公所,03-9591105,宜蘭縣冬山鄉南興村冬山路100號,24.634419,121.792679
宜蘭縣,三奇社區活動中心,03-9592586,宜蘭縣冬山鄉三奇村成興路810號,24.643367,121.813654
宜蘭縣,武淵社區活動中心,03-9505267,宜蘭縣冬山鄉武淵村富農路2段325號,24.660689,121.7977
宜蘭縣,冬山國小,03-9593504*1011,宜蘭縣冬山鄉安平村安中路35號,24.631564,121.789632
宜蘭縣,五結鄉公所,03-9501115,宜蘭縣五結鄉五結村五結路二段343號,24.684704,121.798371
宜蘭縣,開基灶君廟省民堂,03-9501115,宜蘭縣五結鄉三興村三結東路14號,24.699371,121.786712
宜蘭縣,八大庄一百甲城煌廟,0928406676,宜蘭縣五結鄉錦眾村五結路一段120號,24.692916,121.827977
宜蘭縣,五結國中五動館,03-9501105#13,宜蘭縣五結鄉大吉村大吉五路58號,24.696307,121.800236
宜蘭縣,二結社區活動中心,03-9659413,宜蘭縣五結鄉二結村中正路三段151號,24.706111,121.770188
宜蘭縣,四結福德廟,03-650428,宜蘭縣五結鄉上四村福德路68號,24.697385,121.765249
宜蘭縣,新店社區活動中心,0910058239,宜蘭縣五結鄉季新村新店路99號,24.677758,121.825942
宜蘭縣,孝威社區活動中心,03-9509102,宜蘭縣五結鄉孝威村孝威路322號,24.696147,121.811727
宜蘭縣,三興社區活動中心,03-9500714,宜蘭縣五結鄉三興村三結五路188號,24.703749,121.782905
宜蘭縣,五結社區活動中心,0933772661,宜蘭縣五結鄉五結村五結中路12號3樓,24.684327,121.798315
宜蘭縣,利澤社區活動中心,0932265157,宜蘭縣五結鄉利澤村下福路156號,24.665023,121.823752
宜蘭縣,季新社區活動中心,0932090388,宜蘭縣五結鄉季新村季新村季水路北巷6-1號,24.676629,121.83177
宜蘭縣,協和社區活動中心,03-9506695,宜蘭縣五結鄉協和村五結路2段199號,24.688298,121.804461
宜蘭縣,四結社區活動中心,0963077019,宜蘭縣五結鄉四結村光榮北路198號,24.687304,121.77388
宜蘭縣,成興社區老人活動中心,0932090736,宜蘭縣五結鄉成興村頂寮路20巷2號,24.6446445,121.8327477
宜蘭縣,成興村老人福利中心,0927181318,宜蘭縣五結鄉成興村利成路一段185號,24.652546,121.82545
宜蘭縣,正勉堂,0937280827,宜蘭縣五結鄉福興村興盛北路182巷16號,24.686464,121.779805
宜蘭縣,大義社區活動中心臨時收容站,03-9890610,宜蘭縣三星鄉大義村上將路3段375巷31號,24.684366,121.70406
宜蘭縣,三星國小臨時收容站,03-9892026#10,宜蘭縣三星鄉義德村三星路5段86號,24.666267,121.650719
宜蘭縣,大洲多功能館臨時收容站,03-9892018,宜蘭縣三星鄉大洲村五分路2段180號,24.692294,121.730625
宜蘭縣,憲明國小臨時收容站,03-9892049#11,宜蘭縣三星鄉天山村福山街119號,24.660819,121.618664
宜蘭縣,大隱社區活動中心臨時收容站,03-9892018,宜蘭縣三星鄉大隱村三星路1段533巷48號,24.668759,121.714701
宜蘭縣,萬富社區活動中心臨時收容站,03-9892864,宜蘭縣三星鄉萬富村7鄰萬富五路300號,24.679075,121.675914
宜蘭縣,行健社區活動中心臨時收容站,03-9892018,宜蘭縣三星鄉行健村行健三路2段13號,24.672647,121.688253
宜蘭縣,萬德社區活動中心臨時收容站,03-9892018,宜蘭縣三星鄉萬德村楓林九路61號,24.675846,121.656475
宜蘭縣,三星國中臨時收容站,03-9899553,宜蘭縣三星鄉月眉村星義路72號,24.6678,121.65373
宜蘭縣,員山社區活動中心臨時收容站,03-9894502,宜蘭縣三星鄉員山村泰雅一路203巷清水66號,24.644065,121.596712
宜蘭縣,三星鄉公所,03-9892018#205,宜蘭縣三星鄉集慶村集義路168號,24.665357,121.654145
宜蘭縣,大隱尊親館,03-9894985,宜蘭縣三星鄉大隱村25鄰三星路二段99巷17弄68號,24.668417,121.707382
宜蘭縣,尚德社區活動中心,03-9228171,宜蘭縣員山鄉尚德村三鬮路35巷13號,24.737618,121.722128
宜蘭縣,惠好社區活動中心,03-9222406,宜蘭縣員山鄉惠好村賢德路二段66巷50號,24.731738,121.730742
宜蘭縣,七賢村民眾活動中心,03-9228171,宜蘭縣員山鄉七賢村賢德路一段61巷25號,24.714634,121.735106
宜蘭縣,深溝村集會所,03-9221346,宜蘭縣員山鄉深溝村深洲一路37巷7號,24.715727,121.71978
宜蘭縣,蓁巷社區活動中心,03-9225776,宜蘭縣員山鄉蓁巷村成功路45號,24.713571,121.695581
宜蘭縣,中華村集會所,03-9231377,宜蘭縣員山鄉中華村粗坑路304號,24.709402,121.646618
宜蘭縣,湖東社區活動中心,03-9228171,宜蘭縣員山鄉湖東村茄苳路68-2號,24.746471,121.70628
宜蘭縣,內城社區活動中心,03-9228171,宜蘭縣員山鄉內城村榮光路321號,24.720742,121.688925
宜蘭縣,逸仙社區活動中心,03-9221759,宜蘭縣員山鄉逸仙村大湖十六路181巷2號,24.738714,121.700435
宜蘭縣,內城國民中小學化育分校,03-9231103,宜蘭縣員山鄉中華村員山路三段256號,24.711572,121.652466
宜蘭縣,永和社區活動中心,03-9224617,宜蘭縣員山鄉永和村溫泉路62-1號,24.748944,121.712503
宜蘭縣,同樂社區活動中心,03-9232254,宜蘭縣員山鄉同樂村同新路182號,24.762076,121.729719
宜蘭縣,枕山社區活動中心,03-9231666,宜蘭縣員山鄉枕山村慶安路97號,24.768242,121.718597
宜蘭縣,湖北社區活動中心,03-9231482,宜蘭縣員山鄉湖北村大湖五路80號,24.745093,121.697802
宜蘭縣,結頭份社區活動中心,03-9228749,宜蘭縣員山鄉頭分村永同路2段186之1號,24.760946,121.720384
宜蘭縣,老人文康中心,03-9227971,宜蘭縣員山鄉員山村員山鄉文化路156號,24.745244,121.722886
宜蘭縣,雙湖社區活動中心,03-9228171,宜蘭縣員山鄉湖西村隘界路131號,24.748286,121.68547
宜蘭縣,員山鄉公所,03-9231991#651,宜蘭縣員山鄉員山村員山路1段322號,24.743317,121.723343
宜蘭縣,樂水社區活動中心,03-9801419,宜蘭縣大同鄉樂水村大同鄉樂水村碼崙巷46號,24.611768,121.551249
宜蘭縣,崙埤社區活動中心,03-9801174,宜蘭縣大同鄉崙埤村大同鄉崙埤村朝陽10-8號,24.678073,121.609748
宜蘭縣,復興社區活動中心,03-9892690,宜蘭縣大同鄉復興村大同鄉復興村泰雅一路61巷5號,24.631781,121.606435
宜蘭縣,大同國中,03-9809653,宜蘭縣大同鄉太平村大同鄉泰雅路4段35號,24.574262,121.477926
宜蘭縣,茂安社區活動中心,03-9809653,宜蘭縣大同鄉茂安村茂安村1鄰志航15-1號,24.554141,121.472448
宜蘭縣,四季社區活動中心,03-9809422,宜蘭縣大同鄉四季村大同鄉四季村5鄰和勳巷2號,24.487687,121.426312
宜蘭縣,南山社區活動中心,03-9809140,宜蘭縣大同鄉南山村大同鄉南山村4鄰埤南巷9-1號,24.436672,121.3792
宜蘭縣,松羅社區活動中心,03-9801173,宜蘭縣大同鄉松羅村大同鄉松羅村南巷81-10號,24.656119,121.578991
宜蘭縣,寒溪社區活動中心,03-9517475,宜蘭縣大同鄉寒溪村大同鄉寒溪村8鄰寒溪巷5號,24.609057,121.68611
宜蘭縣,英士活動中心,03-9801316,宜蘭縣大同鄉英士村大同鄉英士村梵梵90之2號,24.612836,121.525188
宜蘭縣,育才國小中興堂,03-9253794轉120,宜蘭縣宜蘭市進士里進士路1段32號,24.736176,121.740875
宜蘭縣,力行國小英才館,03-9322309轉282,宜蘭縣宜蘭市孝廉里力行路１５２號,24.763964,121.754786
宜蘭縣,凱旋國小展藝館,03-9253793-104,宜蘭縣宜蘭市南津里凱旋路130號,24.72447,121.763212
